,date,open,high,low,close,volume
0,2025-01-20,96889.4,109688.0,96666.0,102695.2,5264.407
1,2025-01-21,102715.4,104000.0,97200.0,103037.7,2930.556
2,2025-01-22,103040.9,103999.8,96885.9,100499.9,3383.829
3,2025-01-23,100050.4,107839.1,98400.0,103433.4,5776.59
4,2025-01-24,103000.1,107859.9,101900.0,104500.0,3502.626
5,2025-01-25,104376.1,107721.7,101310.3,102830.8,3012.286
6,2025-01-26,102830.8,106458.9,101382.4,105469.1,2972.933
7,2025-01-27,105571.6,106000.0,98500.0,101499.9,4273.161
8,2025-01-28,101242.2,104399.9,99500.5,101324.3,3626.636
9,2025-01-29,101324.3,104400.0,99000.1,103657.4,2969.426
10,2025-01-30,103668.8,107000.0,100083.9,103800.0,4194.177
11,2025-01-31,103750.1,106350.0,102222.0,103991.9,2531.969
12,2025-02-01,103991.9,103997.7,100500.2,101933.0,3638.331
13,2025-02-02,102000.0,103200.0,98040.1,99139.8,4662.946
14,2025-02-03,99139.8,107721.6,92040.5,101379.0,6613.432
15,2025-02-04,101595.4,106999.9,98170.1,100978.7,4218.284
16,2025-02-05,101059.9,104600.0,98000.1,100499.8,3406.439
17,2025-02-06,100499.8,104500.0,95500.2,98200.0,3647.635
18,2025-02-07,98231.5,101579.0,95500.0,97515.1,3526.083
19,2025-02-08,97022.5,99998.9,95000.0,99389.9,3289.014
20,2025-02-09,99389.9,99499.9,97258.0,99158.2,3448.725
21,2025-02-10,99158.2,119252.0,92030.0,102312.0,8618.321
22,2025-02-11,102080.0,102995.0,97900.0,99000.0,2966.841
23,2025-02-12,99000.0,101000.0,96400.1,99829.6,3405.005
24,2025-02-13,99619.0,101000.0,96443.8,98493.7,3981.996
25,2025-02-14,98493.7,100400.1,96443.8,97441.6,2810.415
26,2025-02-15,97441.6,99100.0,96443.9,98163.5,2534.59
27,2025-02-16,98361.0,99000.0,96500.0,98230.3,3155.508
28,2025-02-17,98230.3,98659.9,96443.8,96873.4,3430.218
29,2025-02-18,97000.0,97306.4,92035.0,96288.0,6710.411
30,2025-02-19,96224.0,98300.0,94938.4,96447.2,4561.849
31,2025-02-20,96447.2,99299.6,95434.1,98339.0,5564.481
32,2025-02-21,98339.0,102222.0,95600.0,97887.5,6389.057
33,2025-02-22,97769.9,98300.0,96500.0,97890.0,3646.855
34,2025-02-23,97888.3,98000.0,95583.9,97209.6,3067.585
35,2025-02-24,97144.5,97524.0,91608.0,94717.0,7608.399
36,2025-02-25,94638.5,95261.4,86300.0,89864.2,13516.747
37,2025-02-26,89640.9,91700.0,86300.0,87000.4,7203.812
38,2025-02-27,87100.0,89999.8,86900.0,88536.0,4450.778
39,2025-02-28,88491.2,89699.9,79561.8,84057.2,7733764.335
40,2025-03-01,84057.2,84195.2,84055.9,84184.1,13872.594
41,2025-03-02,84191.8,84195.7,84055.9,84156.3,8374.994
42,2025-03-03,84168.5,122080.3,79413.6,85800.0,11531495.453
43,2025-03-04,85800.0,88890.9,81457.3,86843.9,7229342.142
44,2025-03-05,87348.0,120000.0,59180.2,90719.8,14961160.755
45,2025-03-06,90719.8,114701.0,64911.0,87056.7,2122210.375
46,2025-03-07,86939.6,104459.9,85505.0,86478.1,5229566.443
47,2025-03-08,86361.2,86691.1,85578.3,85885.6,8316198.451
48,2025-03-09,86000.0,86443.5,80283.6,80376.3,9412612.089
49,2025-03-10,80608.1,85000.0,77506.4,78878.8,9703679.244
50,2025-03-11,78878.8,83203.1,76771.6,82508.6,10180832.916
51,2025-03-12,82816.4,83842.7,80772.7,83425.1,9172091.033
52,2025-03-13,83615.0,83996.8,82422.4,82852.6,4429170.423
53,2025-03-14,82825.9,99108.8,80668.0,84010.0,10194007.711
54,2025-03-15,83985.2,84686.8,83706.9,84406.2,10614028.394
55,2025-03-16,84319.7,84451.3,82067.7,82567.5,11803746.575
56,2025-03-17,82605.6,84629.2,82522.0,84029.5,12043349.26
57,2025-03-18,84078.2,84093.1,81241.7,82682.0,8232287.547
58,2025-03-19,82733.8,86904.1,82625.2,86857.0,8372923.724
59,2025-03-20,86802.4,87319.9,83734.1,84194.0,8822824.488
60,2025-03-21,84194.0,84811.8,83294.3,84031.6,9961511.038
61,2025-03-22,84102.6,84506.5,83727.4,83790.1,10179210.037
62,2025-03-23,83806.8,85890.3,83759.4,85694.1,10546070.837
63,2025-03-24,85694.1,88681.5,85568.3,87323.9,11505915.592
64,2025-03-25,87369.4,88462.7,86367.7,87386.9,11624084.678
65,2025-03-26,87390.6,88266.3,85940.9,86941.6,11458717.453
66,2025-03-27,86941.6,114990.0,85994.1,87213.1,12376154.143
67,2025-03-28,87287.8,97010.0,58995.3,84397.7,11168089.699
68,2025-03-29,84429.1,84619.3,81768.2,82646.2,11436685.874
69,2025-03-30,82646.2,89999.9,81743.1,82369.8,11339769.639
70,2025-03-31,82307.2,107999.0,57452.9,82569.3,11356937.654
71,2025-04-01,82532.4,100000.0,81000.0,85124.8,3886621.342
72,2025-04-02,85124.2,92000.0,81284.8,82492.1,588640.238
73,2025-04-03,82492.0,90861.4,81290.6,83137.0,89774.056
74,2025-04-04,83134.1,90861.4,80000.0,83846.3,150634.983
75,2025-04-05,83846.3,90910.0,80952.0,83519.5,64147.088
76,2025-04-06,83519.5,86687.7,76937.8,78369.4,200586.03
77,2025-04-07,78369.4,85929.5,73473.5,79147.9,273074.421
78,2025-04-08,79149.5,81500.0,76246.0,76295.1,181445.541
79,2025-04-09,76296.0,83500.0,72000.0,82580.1,296978.74
80,2025-04-10,82580.1,82998.3,77866.0,79837.8,202336.235
81,2025-04-11,79837.8,84500.0,79819.1,83255.5,179847.258
82,2025-04-12,83256.3,85488.0,82457.0,85255.1,99919.924
83,2025-04-13,85255.3,85898.7,83050.0,83696.4,123972.042
84,2025-04-14,83693.5,85921.4,83680.3,84544.6,64929.7
85,2025-04-15,84544.5,86566.9,80970.2,83617.4,229263.738
86,2025-04-16,83617.7,95940.4,68000.0,83988.2,714313.439
87,2025-04-17,83990.0,85399.9,83726.6,84905.7,61676.199
88,2025-04-18,84905.7,85036.8,84000.0,84427.5,52855.643
89,2025-04-19,84442.6,87828.0,84327.1,85031.7,100588.437
90,2025-04-20,85031.7,85358.7,83333.3,85141.3,34471.723
91,2025-04-21,85141.3,89999.0,77705.3,87472.9,105003.067
92,2025-04-22,87472.9,94092.2,87059.0,93382.5,110382.291
93,2025-04-23,93382.5,96000.0,91944.1,93644.9,88008.712
94,2025-04-24,93643.9,138189.8,46499.4,93930.0,303845.447
95,2025-04-25,93930.0,95646.1,92926.0,94724.3,64049.759
96,2025-04-26,94733.0,95600.0,93840.0,94622.6,42054.962
97,2025-04-27,94622.6,95283.1,93600.6,93742.8,34053.74
98,2025-04-28,93742.8,95500.0,93259.9,94953.7,52762.074
99,2025-04-29,94953.7,95600.0,93311.1,94209.1,58423.595
100,2025-04-30,94209.2,95480.0,93000.0,94150.0,77521.674
101,2025-05-01,94150.0,97517.3,94051.3,96432.0,70033.811
102,2025-05-02,96432.0,97800.0,94000.0,96831.2,53620.507
103,2025-05-03,96831.1,96929.2,95599.4,95840.3,36418.48
104,2025-05-04,95840.3,96500.0,93612.1,94315.1,108886.386
105,2025-05-05,94315.1,98100.0,93530.8,94689.5,71056.996
106,2025-05-06,94689.4,96970.0,93292.4,96794.5,51497.369
107,2025-05-07,96794.5,97586.6,95820.0,96983.5,45613.442
108,2025-05-08,96988.4,103790.0,96846.3,103168.2,140430.167
109,2025-05-09,103168.2,104200.0,102343.8,102941.8,57645.937
110,2025-05-10,102941.9,104900.0,102805.4,104775.1,31951.241
111,2025-05-11,104775.1,104970.0,103201.9,104093.3,47024.647
112,2025-05-12,104093.3,109000.0,98820.0,102866.1,84119.063
113,2025-05-13,102884.4,105450.0,101500.0,104092.5,46537.716
114,2025-05-14,104092.5,104269.8,102593.0,103482.8,34206.13
115,2025-05-15,103458.1,111111.0,101309.8,103706.1,50138.845
116,2025-05-16,103725.9,104596.1,2593.71,103424.2,37212.619
117,2025-05-17,103424.2,103771.7,102500.0,103055.5,36596.502
