,date,money,clear_money
2072,2025-12-31 08:00:00,14127.999999999985,5011.0259500009415
2073,2025-12-31 12:00:00,14084.199999999983,4967.225950000939
2074,2025-12-31 16:00:00,14241.699999999983,5124.725950000939
2075,2025-12-31 20:00:00,14640.299999999988,5478.842150000943
2076,2026-01-01 00:00:00,14640.299999999988,5478.842150000943
2077,2026-01-01 04:00:00,14640.299999999988,5435.08465000095
2078,2026-01-01 08:00:00,14733.499999999985,5528.284650000947
2079,2026-01-01 12:00:00,14949.899999999994,5744.684650000956
2080,2026-01-01 16:00:00,14728.999999999985,5523.784650000947
2081,2026-01-01 20:00:00,15105.399999999994,5900.184650000956
2082,2026-01-02 00:00:00,15112.099999999991,5906.884650000953
2083,2026-01-02 04:00:00,15480.099999999991,6274.884650000953
2084,2026-01-02 08:00:00,15925.299999999988,6720.08465000095
2085,2026-01-02 12:00:00,16024.599999999991,6819.384650000953
2086,2026-01-02 16:00:00,15954.599999999991,6749.384650000953
2087,2026-01-02 20:00:00,16583.59999999999,7378.384650000953
2088,2026-01-03 00:00:00,16498.399999999994,7293.184650000956
2089,2026-01-03 04:00:00,16990.29999999999,7785.08465000095
2090,2026-01-03 08:00:00,17076.699999999983,7871.484650000944
2091,2026-01-03 12:00:00,17405.199999999983,8199.984650000944
2092,2026-01-03 16:00:00,16661.199999999983,7455.984650000944
2093,2026-01-03 20:00:00,16831.699999999983,7626.484650000944
2094,2026-01-04 00:00:00,17057.09999999999,7851.884650000953
2095,2026-01-04 04:00:00,17217.09999999999,8011.884650000953
2096,2026-01-04 08:00:00,17721.09999999999,8515.884650000953
2097,2026-01-04 12:00:00,18317.999999999985,9112.784650000947
2098,2026-01-04 16:00:00,18602.79999999999,9397.58465000095
2099,2026-01-04 20:00:00,18387.999999999985,9182.784650000947
2100,2026-01-05 00:00:00,18418.09999999999,9212.884650000953
2101,2026-01-05 04:00:00,18228.199999999983,9022.984650000944
2102,2026-01-05 08:00:00,18622.399999999994,9417.184650000956
2103,2026-01-05 12:00:00,19960.499999999985,10755.284650000947
2104,2026-01-05 16:00:00,19617.399999999994,10412.184650000956
2105,2026-01-05 20:00:00,20218.59999999999,11013.384650000953
2106,2026-01-06 00:00:00,21025.199999999983,11819.984650000944
2107,2026-01-06 04:00:00,21373.899999999994,12168.684650000956
2108,2026-01-06 08:00:00,20947.699999999983,11742.484650000944
2109,2026-01-06 12:00:00,20851.09999999999,11645.884650000953
2110,2026-01-06 16:00:00,20332.699999999983,11127.484650000944
2111,2026-01-06 20:00:00,20925.199999999983,11719.984650000944
2112,2026-01-07 00:00:00,20733.499999999985,11528.284650000947
2113,2026-01-07 04:00:00,19187.499999999985,9982.284650000947
2114,2026-01-07 08:00:00,20833.29999999999,11628.08465000095
2115,2026-01-07 12:00:00,19903.499999999985,10698.284650000947
2116,2026-01-07 16:00:00,19973.399999999994,10768.184650000956
2117,2026-01-07 20:00:00,19167.199999999983,9961.984650000944
